4 12
52 167
          0          1          2          3          4          5          6          7          8          9         10         11
0.72827584 0.30149841 0.07619295 0.55848342 0.98533970 0.95447367 0.38770118 0.58572429 0.67708313 0.39693829 0.03198893 0.76496655 
0.39240861 0.77078611 0.90111578 0.24599156 0.63163829 0.47909555 0.24301298 0.35336414 0.87265813 0.55916560 0.32865354 0.42496353 
0.80817366 0.64448631 0.75931209 0.39642519 0.75312436 0.03958161 0.42609045 0.09773171 0.63905710 0.67439377 0.94678676 0.89018035 
0.01051093 0.15168500 0.43114391 0.74516636 0.04487591 0.18904503 0.52888227 0.72300816 0.33463755 0.82948339 0.61402386 0.24464215 
0.57974946 0.92785919 0.33204532 0.57277727 0.20596337 0.86189091 0.78309357 0.57560229 0.02943347 0.76315671 0.83804423 0.97452641 
0.28410786 0.49845207 0.00916235 0.85902184 0.90802741 0.74383140 0.89971501 0.38113415 0.18561243 0.07937583 0.73054332 0.79179037 
0.89191180 0.02648242 0.86295831 0.12230885 0.42830721 0.37075573 0.12886344 0.19620727 0.72807533 0.74228752 0.99447101 0.29309228 
0.15472066 0.84970373 0.68561447 0.42927554 0.14967526 0.63871962 0.74766898 0.64093989 0.29673755 0.17424612 0.24221593 0.38521060 
0.63046330 0.43136421 0.57910097 0.23002358 0.33278504 0.13939695 0.85583943 0.74872446 0.24425459 0.70712358 0.47301990 0.51115948 
0.43819219 0.26862955 0.31325662 0.36821419 0.48044053 0.27998978 0.95329922 0.48172820 0.13704504 0.03840321 0.39057207 0.04309670 
0.85747063 0.71135312 0.18123166 0.75588113 0.64295685 0.58410937 0.69470388 0.23341279 0.55408883 0.23511983 0.05728307 0.93453586 
0.06301481 0.59396678 0.83133250 0.64010024 0.94625497 0.41887838 0.22038542 0.91151053 0.83731717 0.43881640 0.28024036 0.56277293 
0.52204841 0.13032384 0.67244589 0.92104065 0.60094088 0.77594244 0.30079231 0.01373522 0.74287277 0.13233799 0.42798576 0.58211792 
0.32068276 0.91258055 0.53243124 0.09674810 0.76892811 0.98398465 0.61616081 0.81178963 0.50970387 0.49276361 0.60606360 0.18621582 
0.94370794 0.45076257 0.26239884 0.48981246 0.06273895 0.52744305 0.05441628 0.99199057 0.46867630 0.01790415 0.20915470 0.46318066 
0.22884692 0.07632950 0.14496057 0.26622814 0.26271442 0.00436684 0.57857579 0.26903465 0.06979026 0.33047259 0.08067739 0.83824694 
0.71072084 0.81129807 0.97539461 0.42063496 0.87557328 0.21504048 0.09669650 0.43812150 0.35021940 0.36021766 0.80502069 0.53541410 
0.43692851 0.38762638 0.60759538 0.83531648 0.44903958 0.91383272 0.35424331 0.88053215 0.57114798 0.90376925 0.70517623 0.36050576 
0.77128261 0.22390744 0.48411119 0.60793376 0.18133931 0.69966102 0.27726063 0.11751968 0.94416380 0.26946536 0.57954979 0.02069101 
0.04209947 0.66768855 0.23255338 0.89680707 0.36361259 0.38130301 0.43845454 0.61186773 0.96628344 0.88112724 0.29487237 0.64241695 
0.61883229 0.58683449 0.08781788 0.13932204 0.49660856 0.66033649 0.51047194 0.34503329 0.12818711 0.30849251 0.52971095 0.13074160 
0.25195840 0.19654778 0.95374477 0.45760286 0.66020048 0.15216275 0.80183393 0.06043737 0.79970801 0.96652520 0.90466970 0.44808981 
0.91530842 0.97146416 0.78798306 0.14566594 0.92532974 0.23959725 0.91830450 0.70983368 0.40635607 0.61062694 0.12655902 0.91153389 
0.16834316 0.54596084 0.44624382 0.30540437 0.61918539 0.56812918 0.13646086 0.52812850 0.69337732 0.45321643 0.67100245 0.31289673 
0.67345387 0.06262656 0.36091280 0.79728436 0.78660434 0.44585148 0.75693452 0.41825715 0.88489592 0.15134028 0.76086348 0.19560486 
0.48002186 0.86307573 0.06732981 0.62622607 0.08464135 0.79028469 0.82903963 0.18760896 0.62025952 0.54302067 0.86402124 0.05684358 
0.81751031 0.34028512 0.89588064 0.90293181 0.21539308 0.99760759 0.95903295 0.66532832 0.31738022 0.79631060 0.90162700 0.68931717 
0.12001992 0.32207838 0.74843109 0.00883849 0.89190477 0.51705009 0.70102793 0.78583634 0.03793624 0.63732415 0.16547003 0.74355382 
0.53781641 0.75724912 0.41750857 0.47635180 0.41986230 0.01216728 0.22593713 0.50639397 0.18499948 0.95837080 0.14140928 0.62000561 
0.34804124 0.64003253 0.32476413 0.22294027 0.14301191 0.22669934 0.31598726 0.25580251 0.71653920 0.38004145 0.48568702 0.66120410 
0.99694031 0.18321189 0.00466754 0.35834572 0.32577553 0.90354902 0.63506335 0.89917481 0.27798739 0.56615806 0.38644239 0.82174408 
0.20440051 0.95917863 0.85062945 0.84379762 0.51445264 0.71213490 0.00747386 0.04752282 0.23080941 0.67874277 0.00765846 0.22589557 
0.73457348 0.48890275 0.71464753 0.69172657 0.71809387 0.34643194 0.58599240 0.83500314 0.15397061 0.83564866 0.32680559 0.14954901 
0.37862644 0.02213629 0.57588255 0.96908259 0.93654346 0.64706910 0.06088897 0.95484352 0.54389727 0.77573133 0.96578056 0.35031483 
0.79091209 0.83257574 0.30946103 0.07729571 0.55300182 0.11749370 0.38676798 0.29388031 0.83345902 0.10294497 0.62145233 0.71720976 
0.03002175 0.41451034 0.17342217 0.54460657 0.81377769 0.25293413 0.28658977 0.42552081 0.75577867 0.75244200 0.81474632 0.10338435 
0.57794517 0.28500545 0.81751180 0.18132982 0.05556986 0.59905237 0.44242972 0.87185073 0.49022993 0.17971730 0.73394513 0.97122639 
0.29927012 0.73641670 0.66886896 0.32529646 0.19184569 0.45915055 0.48199397 0.15373558 0.45561546 0.69042039 0.99149048 0.76211947 
0.88463116 0.62018818 0.52308762 0.72424895 0.81889993 0.81099206 0.76498199 0.59685659 0.08349426 0.05213412 0.23817837 0.40767702 
0.13443874 0.11522395 0.24846010 0.66689110 0.43612590 0.96376765 0.88282657 0.33736002 0.36378816 0.22832462 0.47564897 0.87981176 
0.65426075 0.89809251 0.13885957 0.94144845 0.16217065 0.48808971 0.15492144 0.08558497 0.58954930 0.41973919 0.40882695 0.26869690 
0.46660373 0.47667560 0.96508861 0.02410061 0.34159467 0.06891697 0.76404828 0.69577223 0.92588359 0.13007592 0.05501797 0.99128091 
0.86289799 0.10839744 0.63674891 0.51931781 0.53869683 0.19295961 0.84561330 0.56843257 0.96297222 0.51664591 0.27624935 0.79462785 
0.08703243 0.79934770 0.51795089 0.18815590 0.67410868 0.87339073 0.97657913 0.36876220 0.12993911 0.02817386 0.43336043 0.28443474 
0.50803983 0.37820217 0.23098752 0.33038202 0.95388418 0.73767233 0.65436083 0.17757148 0.81199545 0.33411399 0.60256404 0.40507171 
